Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var2,Var3,Gender,Surge_Pricing_Type
T0005772628,51.34,2,10.0,2.86937,2,1,1.7025,1,53,83,0,2
T0005772629,61.73,3,2.0,3.24304,2,1,3.915,0,47,73,0,1
T0005772630,28.9,1,10.0,2.7583,0,0,4.04875,1,50,79,0,2
T0005772632,61.73,0,2.0,3.01438,1,0,3.19875,1,47,80,0,3
T0005772634,23.99,3,10.0,2.55581,1,0,2.7,0,48,66,0,3
T0005772636,50.93,3,4.0,2.79805,1,0,1.57875,2,55,75,0,3
T0005772638,32.73,1,5.0,2.81596,2,1,3.4675,0,47,66,1,2
T0005772639,23.58,0,10.0,3.14554,2,2,3.245,0,50,83,1,1
T0005772642,38.1,1,10.0,2.54575,0,0,2.11125,0,53,71,1,2
T0005772644,31.74,2,2.0,2.85889,2,1,3.06875,1,47,71,0,3
T0005772645,23.58,3,8.0,2.48068,0,1,2.7375,2,50,83,1,2
T0005772646,54.76,1,4.0,2.79805,1,0,3.3525,0,55,83,1,2
T0005772649,61.73,2,10.0,3.2501087500000008,1,0,2.84625,0,55,76,0,3
T0005772650,31.23,1,2.0,2.60273,2,4,3.85625,1,47,66,1,3
T0005772652,23.58,2,2.0,2.79805,1,1,4.56,2,47,66,0,2
T0005772654,23.58,2,2.0,2.9381,2,0,1.1524999999999999,0,50,74,0,3
T0005772656,56.68,0,10.0,2.77385,1,0,2.7975,0,55,83,1,2
T0005772658,31.54,1,2.0,2.72176,0,0,3.4975,0,50,73,0,2
T0005772660,56.46,4,6.0,2.61829,1,0,2.57875,1,55,73,1,3
T0005772662,59.71,1,10.0,2.84792,2,0,2.81875,1,47,70,1,2
T0005772663,36.33,3,6.0,2.92528,1,0,2.555,2,51,83,1,3
T0005772668,52.89,2,10.0,2.74473,2,1,1.18125,0,51,72,0,2
T0005772669,61.73,0,10.0,2.92321,1,0,1.925,0,51,79,1,1
T0005772670,61.73,3,6.0,2.81791,1,1,2.415,0,47,69,1,2
T0005772671,23.58,2,5.0,2.47688,0,2,2.95,0,54,66,1,2
T0005772673,61.73,0,3.0,2.79805,1,1,3.27375,0,50,70,1,1
T0005772675,61.73,4,10.0,3.02141,1,0,3.77625,0,53,83,1,3
T0005772677,48.94,2,3.0,3.21517,2,0,4.5825,2,47,67,1,1
T0005772678,23.58,1,10.0,2.58177,0,1,4.44375,2,49,69,1,1
T0005772682,23.58,4,6.0,2.64721,2,0,2.43,0,49,66,1,3
T0005772684,61.73,0,8.0,2.84476,2,0,2.33625,0,55,78,0,1
T0005772687,29.29,2,3.0,2.79805,1,0,1.1524999999999999,1,51,66,1,2
T0005772689,23.58,1,8.0,2.47673,2,0,1.98,0,48,66,1,2
T0005772691,26.47,0,4.0,2.79805,1,0,2.19125,1,48,73,1,3
T0005772692,23.58,0,10.0,2.71554,2,2,1.48625,0,53,67,0,1
T0005772693,23.58,2,5.0,3.00193,2,0,3.87625,1,47,71,1,3
T0005772694,23.58,0,2.0,2.57121,2,0,1.1524999999999999,1,55,74,0,1
T0005772695,23.58,1,10.0,3.00627,0,3,3.96375,0,47,80,0,2
T0005772699,34.54,0,10.0,2.66023,2,0,2.81625,0,52,70,1,2
T0005772701,53.73,1,2.0,2.7171,0,0,2.65375,2,47,70,0,3
T0005772703,36.76,0,10.0,3.24429,0,2,4.5825,1,47,66,1,1
T0005772704,41.49,1,9.0,2.50325,0,0,1.36625,1,55,83,1,2
T0005772707,55.7,4,3.0,2.62475,2,1,1.1524999999999999,0,48,66,1,2
T0005772709,37.68,3,3.0,2.74262,2,0,2.96875,1,50,66,1,3
T0005772710,23.58,3,3.0,2.46745,1,0,1.93875,1,47,66,1,2
T0005772713,23.58,1,5.0,2.48051,1,0,1.255,1,49,68,1,3
T0005772714,61.73,1,7.0,3.01036,2,0,2.68125,0,51,79,0,2
T0005772715,61.73,1,10.0,2.66612,2,0,2.17625,0,47,66,0,2
T0005772716,35.57,3,10.0,2.81225,0,0,1.76,0,55,83,1,3
T0005772717,31.3,1,10.0,2.99911,2,0,3.81625,1,50,78,1,2
T0005772718,35.43,1,7.0,2.79805,1,0,4.25375,2,48,83,1,3
T0005772719,61.73,0,6.0,2.90471,0,0,2.52875,2,50,66,1,1
T0005772720,47.08,2,2.0,2.67379,0,7,3.44,0,47,67,1,2
T0005772721,27.45,1,2.0,2.79805,1,1,3.64625,1,51,75,0,2
T0005772723,61.73,1,2.0,2.84118,1,0,2.59875,1,54,83,1,2
T0005772724,23.58,2,9.0,2.71337,0,9,3.535,0,49,78,1,3
T0005772725,23.58,1,4.0,2.60182,0,1,4.22375,1,47,66,1,2
T0005772728,52.69,2,2.0,2.99821,2,0,3.42125,1,50,83,1,3
T0005772732,23.58,4,2.0,2.350658749999999,2,0,1.25,1,47,67,1,3
T0005772735,61.73,1,2.0,2.79805,1,0,3.88375,1,55,83,1,2
T0005772736,44.11,0,2.0,2.79805,1,1,3.8525,0,48,66,1,1
T0005772739,55.42,1,7.0,2.61887,1,1,3.1075,1,47,66,0,3
T0005772741,54.3,1,10.0,3.11223,1,3,4.0825,1,54,76,1,2
T0005772743,49.97,0,2.0,2.69371,0,6,2.98625,1,55,75,1,1
T0005772746,31.8,2,2.0,2.94216,0,1,3.13875,0,55,70,1,2
T0005772747,37.45,1,6.0,2.89938,1,0,2.30625,0,48,71,0,2
T0005772748,37.48,1,10.0,2.79805,1,2,4.295,0,47,66,1,3
T0005772750,61.73,2,6.0,2.95255,2,2,2.29375,2,55,83,1,2
T0005772752,23.58,3,4.0,2.79805,1,0,3.63625,1,48,66,0,3
T0005772754,61.73,2,2.0,3.02391,1,1,2.1425,0,50,66,0,2
T0005772757,61.73,4,2.0,2.93258,2,0,3.415,0,49,77,1,3
T0005772759,61.73,0,10.0,3.06983,1,1,3.26375,0,50,70,1,1
T0005772760,43.92,1,10.0,2.56679,1,2,4.5825,1,47,66,1,3
T0005772761,23.58,2,10.0,2.88653,1,1,3.57125,2,48,69,0,3
T0005772762,23.58,1,6.0,2.79805,1,0,1.96625,0,55,83,0,3
T0005772763,61.73,2,6.0,2.9142,1,0,3.77625,0,49,66,0,2
T0005772768,48.2,2,10.0,2.83685,2,0,2.30875,0,55,75,0,2
T0005772769,46.62,1,10.0,2.78364,1,0,3.2975,0,47,66,1,2
T0005772770,23.58,1,2.0,2.87785,0,0,2.31625,0,48,77,0,2
T0005772771,61.73,1,10.0,3.05768,1,0,1.56375,0,55,79,1,3
T0005772772,31.91,1,10.0,2.55351,0,2,3.4625,1,47,66,1,2
T0005772773,44.82,1,10.0,2.61573,2,0,3.73125,1,50,66,1,2
T0005772775,61.73,2,10.0,3.00063,1,0,2.195,0,49,71,1,2
T0005772776,61.73,0,6.0,2.90608,1,0,2.58125,1,55,82,1,3
T0005772777,58.7,3,6.0,2.77479,1,5,2.58625,1,49,66,1,3
T0005772779,23.58,1,2.0,2.40761,0,0,3.4825,1,50,66,0,2
T0005772782,29.64,1,6.0,2.64887,2,0,2.75625,0,48,66,0,2
T0005772783,36.01,4,10.0,2.61038,0,0,2.67125,0,49,67,1,3
T0005772785,61.73,3,2.0,2.87167,1,0,2.43,1,54,76,1,1
T0005772786,34.32,1,5.0,2.47066,2,2,2.7,0,47,68,1,2
T0005772787,30.1,2,5.0,2.55501,1,1,3.41875,0,47,66,1,3
T0005772788,44.38,4,10.0,2.72324,2,0,2.3375,0,49,72,0,3
T0005772789,31.59,3,2.0,2.76776,1,1,1.1524999999999999,0,50,69,1,3
T0005772790,23.58,2,2.0,2.50706,1,0,1.35875,2,52,66,1,3
T0005772791,32.28,2,9.0,2.79805,1,3,2.055,1,49,69,1,3
T0005772792,31.05,1,10.0,2.79805,1,0,2.35125,0,55,79,1,2
T0005772793,61.73,1,5.0,2.79805,1,0,4.5825,0,47,66,0,2
T0005772796,23.58,0,2.0,2.87059,2,0,3.79375,2,51,66,1,3
T0005772797,23.58,4,10.0,3.03893,0,1,4.355,0,47,66,0,1
T0005772798,48.99,1,2.0,2.86999,2,0,3.28,0,53,73,1,2
T0005772801,46.84,1,3.0,3.07747,1,3,4.46875,1,50,82,1,3
T0005772804,61.73,2,9.0,2.99928,1,1,3.61,1,52,73,1,3
T0005772806,51.68,1,6.0,2.96543,2,1,2.6925,0,55,83,1,1
T0005772807,61.73,3,10.0,3.2501087500000008,2,2,4.025,1,55,83,0,1
T0005772808,31.23,2,3.0,2.8116,0,2,1.5725,0,52,75,0,2
T0005772810,60.03,0,10.0,3.05009,2,2,4.23375,2,55,83,0,1
T0005772811,23.58,1,10.0,2.70603,1,2,2.08125,1,49,74,1,1
T0005772812,23.58,0,6.0,2.350658749999999,1,1,2.13,0,47,66,1,1
T0005772813,23.58,1,2.0,2.40267,2,0,1.66125,1,52,66,0,2
T0005772814,61.73,1,10.0,2.89925,1,0,3.7975,2,53,69,1,3
T0005772817,23.58,0,6.0,2.79805,1,3,2.46875,0,50,68,1,1
T0005772818,44.81,1,3.0,2.82312,0,0,3.365,0,52,66,0,1
T0005772819,61.73,3,10.0,2.93059,1,0,3.37625,1,52,78,0,2
T0005772820,23.58,0,3.0,3.17751,1,2,4.14125,0,51,72,1,1
T0005772822,29.3,2,4.0,2.58206,0,0,2.015,0,50,66,0,2
T0005772823,23.58,2,7.0,2.68233,0,0,1.6075,1,49,78,1,2
T0005772824,23.58,0,2.0,2.82505,0,0,3.93625,0,47,83,1,1
T0005772825,61.54,2,2.0,2.7834,2,1,2.025,0,51,71,0,3
T0005772826,23.58,0,7.0,2.90907,2,3,1.525,0,47,70,1,2
T0005772827,38.47,4,10.0,2.79805,1,0,1.1524999999999999,1,52,75,0,3
T0005772829,37.83,1,2.0,3.01773,0,0,3.0225,1,47,72,1,2
T0005772830,23.58,1,6.0,2.53343,0,0,2.0,0,48,66,1,1
T0005772833,48.9,2,10.0,2.79805,1,0,2.0825,1,55,83,1,3
T0005772834,45.23,2,10.0,2.57674,0,1,1.71125,2,47,72,0,3
T0005772835,24.9,3,4.0,2.84289,0,1,2.85625,0,51,66,1,1
T0005772838,37.47,0,7.0,2.75393,2,1,3.83125,0,47,68,0,1
T0005772840,23.58,0,2.0,2.66993,0,0,2.54125,0,54,71,1,1
T0005772842,28.7,2,7.0,2.79805,1,0,2.435,0,55,83,1,2
T0005772843,23.58,1,2.0,2.79805,1,0,3.0125,2,53,83,0,2
T0005772844,29.18,1,3.0,2.6524,1,1,1.1524999999999999,1,51,83,0,3
T0005772845,61.73,4,10.0,3.11488,2,0,2.55625,0,49,83,1,3
T0005772849,38.93,2,7.0,2.77395,1,0,1.1524999999999999,1,55,83,1,2
T0005772850,61.73,0,2.0,3.06883,1,0,2.8975,0,50,68,1,1
T0005772852,44.77,4,7.0,2.87552,2,0,1.1524999999999999,0,55,78,1,3
T0005772853,23.58,2,2.0,2.7349,0,1,2.5725,1,54,83,1,2
T0005772855,23.58,1,2.0,2.60028,0,10,2.09375,0,55,78,1,2
T0005772858,61.03,1,10.0,3.12849,2,0,4.28375,0,50,70,0,2
T0005772859,23.58,1,3.0,2.350658749999999,2,6,3.68875,1,47,66,1,3
T0005772860,47.2,1,10.0,3.14335,1,0,4.10375,0,49,70,0,1
T0005772862,43.86,4,2.0,2.79805,1,0,3.81625,2,55,83,1,3
T0005772863,23.58,1,7.0,3.00103,1,1,2.07875,1,55,83,1,2
T0005772864,61.73,3,7.0,3.2501087500000008,2,6,4.30125,2,54,82,0,3
T0005772865,61.73,4,2.0,3.04421,2,7,4.23,2,47,68,1,3
T0005772866,60.2,1,6.0,2.79805,1,1,1.5275,0,47,66,1,1
T0005772868,31.76,1,10.0,2.69706,0,1,3.91375,1,50,81,1,2
T0005772870,38.06,1,10.0,2.9583,1,0,3.22375,2,48,83,1,3
T0005772872,23.58,1,9.0,2.79805,1,0,3.2775,0,47,66,0,2
T0005772873,23.58,0,7.0,2.350658749999999,0,4,4.32,1,47,66,1,1
T0005772874,23.58,3,2.0,2.79805,1,0,1.635,2,55,83,0,3
T0005772875,61.32,1,6.0,2.87594,1,0,2.71375,0,54,83,1,2
T0005772876,44.92,3,10.0,2.62386,2,0,1.1524999999999999,0,50,81,0,3
T0005772877,24.35,0,5.0,2.42162,0,0,1.9775,1,49,67,1,1
T0005772878,61.73,4,2.0,2.81643,2,0,2.81375,0,47,66,1,3
T0005772881,29.5,0,2.0,2.5547,1,0,3.57625,0,55,83,1,3
T0005772882,32.26,4,9.0,2.79805,1,0,2.45,0,51,83,1,2
T0005772883,61.73,0,10.0,2.79175,1,0,3.9325,0,51,76,0,1
T0005772886,47.71,1,10.0,2.83961,0,1,3.16375,0,55,83,0,2
T0005772891,61.73,0,7.0,3.14154,2,0,3.23375,0,52,73,1,1
T0005772892,25.35,1,3.0,2.42254,0,2,2.7325,0,52,77,0,2
T0005772893,51.07,0,2.0,2.85901,1,1,1.795,1,55,83,0,3
T0005772894,38.12,4,2.0,2.67211,0,1,2.8775,0,55,83,1,3
T0005772898,50.66,0,10.0,2.80769,0,1,4.1225,0,50,74,1,1
T0005772899,61.01,1,10.0,3.09361,1,0,2.085,0,55,83,1,2
T0005772900,47.31,1,3.0,2.99889,0,0,4.485,0,52,75,1,1
T0005772901,61.73,4,10.0,2.85187,1,0,2.6425,0,50,80,1,3
T0005772902,32.15,2,4.0,3.08065,1,0,3.77375,1,49,66,1,2
T0005772904,31.52,2,6.0,2.55454,0,1,1.75125,0,49,66,1,2
T0005772905,31.25,1,4.0,2.68373,1,0,1.915,0,55,83,0,2
T0005772906,33.87,1,6.0,2.48169,1,0,2.67,2,48,66,1,2
T0005772908,61.73,3,10.0,2.8594,1,0,2.0625,0,51,79,1,3
T0005772909,46.74,1,2.0,2.90363,0,3,4.00625,0,47,66,1,2
T0005772910,23.58,1,2.0,2.350658749999999,2,0,1.1725,0,49,66,0,2
T0005772911,23.58,3,2.0,2.66401,2,6,4.55,1,47,66,1,3
T0005772914,61.73,4,10.0,2.93331,2,1,1.52125,1,54,75,1,3
T0005772915,37.18,1,10.0,2.5452,1,0,1.2075,0,50,83,0,3
T0005772919,23.58,0,6.0,2.79805,1,1,1.9325,1,55,83,1,1
T0005772922,60.55,1,10.0,3.07985,2,0,1.91875,1,55,83,0,2
T0005772923,30.66,1,4.0,2.74631,1,2,1.4225,0,51,83,0,3
T0005772924,39.62,1,6.0,2.72967,1,0,1.46125,1,47,70,0,2
T0005772925,61.73,1,10.0,2.64865,2,0,2.61,0,54,78,0,2
T0005772927,23.58,1,2.0,2.59555,0,1,3.265,1,54,73,0,1
T0005772928,28.39,1,8.0,2.65932,0,0,4.115,1,50,67,1,2
T0005772929,55.77,0,9.0,3.07377,1,0,4.415,0,47,71,1,1
T0005772930,61.73,4,8.0,2.93447,2,0,2.81875,2,55,83,1,3
T0005772931,61.73,2,10.0,3.2501087500000008,1,0,3.075,1,49,83,0,3
T0005772932,30.74,1,2.0,2.85432,0,0,1.5,1,51,83,1,3
T0005772934,36.71,3,3.0,2.65928,2,0,1.84,1,51,66,1,3
T0005772935,37.41,0,2.0,2.79805,1,0,4.32125,0,49,66,1,1
T0005772938,29.72,3,10.0,2.6591,1,0,2.04,0,47,68,1,3
T0005772940,61.73,2,7.0,2.82991,2,0,1.405,0,55,70,1,2
T0005772941,61.73,1,10.0,2.96903,2,0,3.04625,2,50,81,0,2
T0005772943,35.28,0,6.0,2.77165,2,0,1.705,1,52,83,0,1
T0005772946,37.14,0,2.0,3.0591,1,4,4.1375,1,47,77,1,1
T0005772949,61.73,0,10.0,2.79805,1,1,2.63125,1,48,78,0,1
T0005772950,30.36,3,10.0,3.21922,2,0,3.70875,0,47,66,1,2
T0005772954,23.58,0,9.0,2.74905,0,0,2.2075,0,47,68,1,1
T0005772955,61.73,1,6.0,3.20172,2,0,3.02875,0,52,67,1,1
T0005772956,51.43,1,2.0,2.93885,0,1,2.73625,1,50,82,1,2
T0005772957,41.62,1,10.0,2.61621,1,0,2.1475,1,55,78,1,3
T0005772961,61.73,1,10.0,2.79805,1,0,2.01625,0,51,71,1,1
T0005772963,23.58,3,9.0,2.76997,0,0,3.8175,1,47,72,1,3
T0005772964,40.95,2,8.0,3.00936,1,0,3.19125,2,52,73,1,2
T0005772965,30.58,0,6.0,2.85556,1,0,2.0775,0,50,72,1,1
T0005772966,61.73,1,5.0,3.09217,1,0,3.48875,0,50,78,1,3
T0005772967,23.58,1,3.0,2.78489,0,0,2.21,2,53,83,1,2
T0005772970,61.73,1,3.0,2.82572,2,1,1.92375,1,55,83,0,3
T0005772971,61.73,2,2.0,2.84605,2,0,2.69875,0,53,83,1,2
T0005772972,35.2,1,8.0,2.64916,2,1,4.28625,0,49,67,1,1
T0005772974,61.73,0,10.0,3.07856,1,1,2.275,0,55,83,1,1
T0005772975,26.04,0,10.0,2.95004,1,0,3.83875,2,54,83,1,3
T0005772978,23.58,0,10.0,2.58866,0,0,4.5825,1,47,66,1,3
T0005772980,42.25,3,3.0,3.2429,0,8,3.75125,2,47,66,1,2
T0005772981,61.73,3,8.0,2.83508,1,0,1.68625,2,55,74,1,3
T0005772982,35.02,1,2.0,2.63888,2,4,3.46125,0,49,77,1,2
T0005772983,47.07,0,2.0,2.64574,0,0,2.4025,0,51,76,1,2
T0005772984,23.58,2,6.0,2.70377,1,3,4.2675,1,52,69,1,2
T0005772985,61.73,4,10.0,2.89983,1,0,2.48375,2,52,74,0,3
T0005772987,38.3,0,10.0,2.79805,1,0,2.03625,1,55,83,1,1
T0005772988,46.1,2,10.0,3.04525,1,0,2.69125,1,55,80,0,2
T0005772989,47.44,2,10.0,2.83995,0,0,2.4525,0,52,70,0,2
T0005772990,54.59,4,4.0,2.79805,1,0,3.9675,0,51,70,0,3
T0005772996,23.58,3,10.0,3.00715,0,3,2.90875,0,55,83,1,3
T0005772997,29.43,3,9.0,2.65017,0,0,3.5975,0,47,66,1,2
T0005773001,28.78,2,9.0,2.89628,1,6,3.84375,1,49,72,1,2
T0005773002,28.77,4,9.0,2.45425,0,3,3.06625,0,55,83,1,2
T0005773003,34.02,0,10.0,2.49907,2,0,2.10875,1,50,67,1,3
T0005773004,55.81,2,10.0,2.94776,0,0,3.84375,2,53,83,1,3
T0005773006,23.58,4,10.0,2.79805,1,0,3.1275,0,47,67,1,2
T0005773007,61.73,0,6.0,2.81239,1,0,3.26625,0,47,75,1,1
T0005773010,44.99,3,3.0,2.79805,1,0,1.1524999999999999,1,53,72,0,3
T0005773011,23.58,3,6.0,2.79805,1,1,3.79875,0,47,66,1,3
T0005773014,48.62,3,8.0,2.74092,2,0,1.68375,0,51,74,1,2
T0005773015,61.73,4,10.0,3.0586,1,3,3.30125,0,53,75,0,3
T0005773016,42.83,1,5.0,2.59208,1,4,2.93375,1,51,78,1,2
T0005773017,23.58,3,10.0,2.59303,2,0,2.27,2,47,66,1,3
T0005773018,45.24,3,6.0,3.11255,1,1,3.75125,0,49,78,1,3
T0005773019,23.58,2,2.0,2.65197,0,7,2.97625,1,49,66,1,2
T0005773020,38.4,1,6.0,2.43588,1,0,1.16875,0,53,83,1,2
T0005773021,61.73,3,2.0,3.09587,2,0,2.975,1,55,83,1,3
T0005773022,61.73,3,7.0,3.12653,1,0,2.3,2,55,82,1,3
T0005773024,33.38,3,6.0,2.87782,1,6,3.8475,1,47,74,1,3
T0005773025,23.58,0,6.0,2.48212,2,4,4.3,0,50,68,0,1
T0005773026,40.98,3,10.0,2.60717,2,0,1.35125,2,55,81,1,3
T0005773029,61.73,0,2.0,2.8043,0,0,2.115,1,55,83,1,1
T0005773031,45.18,4,2.0,2.96465,0,0,2.7325,1,47,73,0,1
T0005773032,61.73,0,9.0,2.96803,2,0,3.15625,0,53,83,1,1
T0005773033,23.58,1,4.0,2.77632,2,3,4.0,2,47,66,0,2
T0005773034,37.58,1,10.0,2.77956,1,0,3.605,0,52,66,1,2
T0005773035,52.66,1,10.0,2.82129,0,0,1.70625,0,55,78,1,2
T0005773037,29.97,1,6.0,2.90148,1,1,1.61125,0,52,73,0,2
T0005773038,61.73,1,6.0,2.99142,2,2,3.17125,0,48,66,1,3
T0005773039,23.58,0,2.0,3.04527,0,1,3.98375,0,51,69,1,1
T0005773041,56.13,1,2.0,2.77506,2,0,1.52875,0,55,83,1,3
T0005773042,61.73,4,6.0,2.98874,1,0,2.8675,1,50,75,1,3
T0005773043,61.73,2,10.0,2.95507,1,0,2.36375,1,55,83,0,2
T0005773044,25.22,0,3.0,2.53348,2,1,3.89,0,49,68,0,1
T0005773045,61.73,3,10.0,2.78164,2,0,1.6925,0,55,83,1,3
T0005773050,23.58,0,4.0,2.64862,0,0,4.39375,0,48,67,0,1
T0005773053,45.05,1,3.0,2.68228,1,0,2.26375,1,47,66,0,2
T0005773055,39.21,1,10.0,2.89544,1,0,1.9075,2,55,83,1,2
T0005773057,61.73,4,9.0,3.09975,2,0,3.7,0,55,78,0,3
T0005773058,23.58,1,10.0,2.95254,1,1,1.1524999999999999,1,55,83,1,2
T0005773059,28.55,1,2.0,2.4384,1,0,2.55125,1,54,72,0,2
T0005773062,61.73,3,6.0,3.2501087500000008,2,7,3.71125,1,51,80,0,3
T0005773064,37.69,4,5.0,2.879,1,0,2.6225,0,55,79,1,1
T0005773065,29.76,3,10.0,2.72848,2,0,2.395,0,49,66,1,3
T0005773066,55.85,2,2.0,2.90634,1,1,3.41,0,48,72,0,3
T0005773069,61.73,0,10.0,2.76844,2,1,2.54,2,55,83,1,1
T0005773071,46.87,1,2.0,2.79437,2,0,3.1675,2,49,66,1,2
T0005773072,23.58,3,3.0,2.54117,0,0,2.02625,2,52,70,1,3
T0005773074,31.18,4,10.0,2.68565,1,1,3.70625,2,49,69,1,3
T0005773075,36.9,2,2.0,2.90603,0,0,2.48,2,55,78,1,3
T0005773081,29.47,2,3.0,2.56953,0,2,2.055,0,50,77,0,2
T0005773083,37.24,3,2.0,2.99088,1,0,2.3425,2,55,83,1,3
T0005773084,23.58,4,10.0,2.79805,1,0,3.45375,0,50,67,0,1
T0005773087,45.4,0,10.0,2.68289,2,0,3.7275,0,50,75,0,1
T0005773089,47.22,1,9.0,2.97133,2,0,3.65125,0,51,66,1,2
T0005773091,24.95,3,6.0,2.70259,1,0,3.27625,2,50,83,1,3
T0005773092,60.33,2,2.0,2.77654,1,0,1.86625,0,50,66,1,3
T0005773093,61.73,3,7.0,2.92975,2,0,2.85875,2,50,71,1,3
T0005773095,23.58,0,5.0,2.56803,2,0,3.99875,1,48,72,1,3
T0005773096,50.21,3,9.0,2.63872,2,1,2.93,2,53,83,1,3
T0005773097,36.93,1,10.0,2.70853,1,0,1.1524999999999999,0,51,75,1,1
T0005773099,56.7,1,9.0,2.8652,0,0,3.8675,1,51,78,0,1
T0005773100,29.53,1,10.0,2.69123,0,0,3.19125,2,49,66,1,3
T0005773103,23.58,3,5.0,2.58705,1,0,2.95875,2,47,66,1,3
T0005773104,23.58,3,4.0,2.79805,1,7,3.9875,0,47,66,1,3
T0005773107,29.9,1,3.0,2.79805,1,0,3.0175,0,50,70,0,1
T0005773108,29.33,1,10.0,3.09908,0,0,2.34,1,47,74,1,2
T0005773109,36.19,1,3.0,2.93315,0,1,2.28625,1,55,83,0,2
T0005773112,47.11,1,8.0,2.73888,0,0,1.1524999999999999,0,55,80,0,2
T0005773113,57.29,3,10.0,2.79805,1,1,1.8575,0,51,68,0,3
T0005773116,23.58,1,4.0,2.45423,0,1,2.22875,0,55,66,1,2
T0005773118,61.73,2,10.0,3.00949,1,0,2.74,0,49,83,1,2
T0005773119,23.58,0,2.0,2.91033,0,10,3.4175,0,55,69,1,1
T0005773120,33.69,4,7.0,2.69301,1,0,3.08,2,47,66,1,3
T0005773121,23.58,3,7.0,2.69021,0,3,3.095,2,50,81,0,3
T0005773122,61.73,4,10.0,2.9461,1,0,1.575,0,55,80,0,3
T0005773123,61.73,0,10.0,2.79805,1,0,2.87125,0,50,77,1,1
T0005773124,33.7,0,4.0,2.97431,2,1,2.64,0,55,83,1,1
T0005773125,50.18,2,4.0,2.76997,0,0,2.19875,1,52,83,1,2
T0005773126,61.73,1,2.0,2.9003,2,0,3.48375,1,49,66,1,2
T0005773127,23.58,1,4.0,2.483,0,1,2.8775,2,53,66,0,3
T0005773129,25.51,1,2.0,2.47076,1,8,4.03,1,49,70,1,3
T0005773132,61.73,0,2.0,2.79805,1,0,2.15625,0,49,83,1,3
T0005773135,25.97,1,6.0,2.79805,1,0,3.27875,0,47,66,1,1
T0005773136,30.57,3,10.0,2.92921,1,0,2.3425,2,55,83,1,3
T0005773137,46.69,4,10.0,2.83481,2,0,2.62,1,51,79,1,3
T0005773141,42.93,0,10.0,2.80363,2,0,1.8025,0,55,80,0,2
T0005773142,45.29,1,2.0,3.00241,1,1,2.525,1,55,81,0,2
T0005773143,31.45,2,4.0,2.69046,1,4,1.1524999999999999,0,51,83,1,2
T0005773145,31.68,4,7.0,2.57709,2,0,2.0975,0,47,75,1,3
T0005773146,32.52,0,6.0,2.50804,1,3,1.54125,0,50,83,1,3
T0005773148,25.98,2,6.0,2.91818,0,1,3.36625,0,48,66,1,2
T0005773150,61.62,1,10.0,2.81551,1,1,3.5725,0,50,73,1,2
T0005773152,42.37,0,3.0,2.93847,0,0,3.29,0,48,76,0,1
T0005773153,45.93,1,2.0,2.66136,2,1,2.79,1,50,66,1,2
T0005773154,23.58,1,10.0,2.84391,2,0,2.99,0,52,83,0,1
T0005773160,23.96,0,2.0,2.85938,2,4,3.835,2,47,71,1,1
T0005773161,61.73,4,10.0,2.77906,2,0,2.1125,0,47,74,0,3
T0005773164,29.97,1,8.0,2.87433,1,0,3.0325,2,47,76,1,2
T0005773168,23.58,1,9.0,2.99671,2,0,4.3475,1,49,66,0,1
T0005773172,60.69,0,7.0,2.90164,2,0,3.49375,1,55,83,1,1
T0005773173,48.92,1,2.0,2.78252,2,0,2.145,2,51,67,1,2
T0005773175,26.95,1,10.0,2.6734,0,0,3.70375,2,47,66,1,2
T0005773176,61.73,4,9.0,3.06068,1,0,3.55625,0,47,66,1,3
T0005773177,23.58,1,6.0,2.350658749999999,2,0,2.74875,0,47,70,1,2
T0005773178,29.27,4,10.0,2.59556,2,5,1.635,0,51,69,1,3
T0005773180,23.58,2,2.0,2.73891,1,10,3.73,0,50,67,1,2
T0005773182,61.73,1,9.0,2.77685,1,0,1.585,1,55,83,1,1
T0005773183,61.73,0,8.0,2.84974,1,0,1.88375,0,47,72,1,3
T0005773184,34.41,4,10.0,2.79805,1,4,4.47125,0,47,79,1,2
T0005773185,61.73,3,8.0,3.2501087500000008,1,0,3.095,0,55,83,0,3
T0005773188,49.86,1,3.0,3.16056,2,0,3.83,2,50,72,1,2
T0005773190,23.58,2,2.0,2.350658749999999,2,3,4.4825,0,47,66,1,2
T0005773191,61.73,0,2.0,3.0583,1,0,1.4775,2,55,83,1,1
T0005773194,25.15,3,6.0,2.79805,1,0,1.1524999999999999,1,52,72,1,3
T0005773196,61.73,3,2.0,3.2501087500000008,1,0,4.10375,0,49,82,1,3
T0005773198,31.85,4,10.0,2.6074,2,0,2.41625,2,51,66,1,3
T0005773200,36.36,2,6.0,2.85081,0,1,1.89875,1,54,83,1,3
T0005773201,24.14,3,5.0,2.79805,1,5,3.045,1,55,83,1,3
T0005773202,23.58,1,5.0,2.51468,2,3,4.1725,0,47,66,1,2
T0005773203,44.92,1,10.0,2.58921,0,1,2.20125,1,48,66,0,2
T0005773207,61.73,2,6.0,2.95664,2,0,2.76125,1,55,77,1,2
T0005773209,45.45,1,10.0,2.79805,1,2,4.02,0,50,82,1,2
T0005773210,61.73,1,10.0,3.2501087500000008,1,0,3.14125,1,51,83,1,2
